year,year_rank,group,artist,song_name
1965,20,Supremes,Supremes,Stop! In The Name Of Love
1965,21,Righteous Brothers,Righteous Brothers,Unchained Melody
1965,22,Herman's Hermits,Herman's Hermits,Silhouettes
1965,23,Seekers,Seekers,I'll Never Find Another You
1965,24,Jay and The Americans,Jay and The Americans,"Cara, Mia"
1965,25,Byrds,Byrds,Mr. Tambourine Man
1965,26,Sounds Orchestral,Sounds Orchestral,Cast Your Fate To The Wind
1965,27,Barbara Mason,Barbara Mason,"Yes, I'm Ready"
1965,28,Tom Jones,Tom Jones,What's New Pussycat?
1965,29,Barry McGuire,Barry McGuire,Eve Of Destruction
1965,30,McCoys,McCoys,Hang On Sloopy
1965,31,Beatles,Beatles,Ticket To Ride
1965,32,Bert Kaempfert and His Orch.,Bert Kaempfert and His Orch.,Red Roses For A Blue Lady
1965,33,James Brown and The Famous Flames,James Brown and The Famous Flames,Papa's Got A Brand New Bag
1965,34,Wayne Fontana and The Mindbenders,Wayne Fontana and The Mindbenders,Game Of Love
1965,35,Shirley Ellis,Shirley Ellis,The Name Game
1965,36,Petula Clark,Petula Clark,I Know A Place
1965,37,Supremes,Supremes,Back In My Arms Again
1965,38,Barbara Lewis,Barbara Lewis,Baby I'm Yours
1965,39,Kingsmen,Kingsmen,The Jolly Green Giant
1965,40,Patti Page,Patti Page,"Hush, Hush, Sweet Charlotte"
1965,41,Bob Dylan,Bob Dylan,Like A Rolling Stone
1965,42,Freddie and The Dreamers,Freddie and The Dreamers,I'm Telling You Now
1965,43,Gerry and The Pacemakers,Gerry and The Pacemakers,Ferry Cross The Mersey
1965,44,Righteous Brothers,Righteous Brothers,Just Once In My Life
1965,45,Johnny Rivers,Johnny Rivers,Seventh Son
1965,46,Herman's Hermits,Herman's Hermits,"I'm Henry VIII, I Am"
1965,47,Horst Jankowski,Horst Jankowski,A Walk In The Black Forest
1965,48,Yardbirds,Yardbirds,For Your Love
1965,49,Beach Boys,Beach Boys,California Girls
1965,50,Moody Blues,Moody Blues,Go Now
1965,51,Shirley Bassey,Shirley Bassey,Goldfinger
1965,52,Billy Joe Royal,Billy Joe Royal,Down In The Boondocks
1965,53,Glenn Yarbrough,Glenn Yarbrough,Baby The Rain Must Fall
1965,54,Dave Clark Five,Dave Clark Five,Catch Us If You Can
1965,55,Beatles,Beatles,Eight Days A Week
1965,56,Beau Brummels,Beau Brummels,Just A Little
1965,57,Ian Whitcomb,Ian Whitcomb,You Turn Me On
1965,58,Marvin Gaye,Marvin Gaye,I'll Be Doggone
1965,59,Gary Lewis and The Playboys,Gary Lewis and The Playboys,Save Your Heart For Me
1965,60,Kinks,Kinks,Tired Of Waiting For You
1965,61,Gary Lewis and The Playboys,Gary Lewis and The Playboys,Count Me In
1965,62,Kinks,Kinks,All Day And All Of The Night
1965,63,Jackie DeShannon,Jackie DeShannon,What The World Needs Now Is Love
1965,64,Tom Jones,Tom Jones,It's Not Unusual
1965,65,Sir Douglas Quintet,Sir Douglas Quintet,She's About A Mover
1965,66,Sam Cooke,Sam Cooke,Shake
1965,67,Herman's Hermits,Herman's Hermits,Wonderful World
1965,68,Martha and The Vandellas,Martha and The Vandellas,Nowhere To Run
1965,69,Yardbirds,Yardbirds,Heart Full Of Soul
1965,70,Searchers,Searchers,Love Potion Number Nine
1965,71,Dickle Lee,Dickle Lee,Laurie (Strange Things Happen)
1965,72,Sonny and Cher,Sonny and Cher,Baby Don't Go
1965,73,Turtles,Turtles,It Ain't Me Babe
1965,74,Zombies,Zombies,Tell Her No
1965,75,Peter and Gordon,Peter and Gordon,I Go To Pieces
1965,76,Vic Dana,Vic Dana,Red Roses For A Blue Lady
1965,77,Patty Duke,Patty Duke,Don't Just Stand There
1965,78,Miracles,Miracles,The Tracks Of My Tears
1965,79,Brenda Lee,Brenda Lee,Too Many Rivers
1965,80,Dave Clark Five,Dave Clark Five,I Like It Like That
1965,81,Bobby Goldsboro,Bobby Goldsboro,Little Things
1965,82,Peter and Gordon,Peter and Gordon,True Love Ways
1965,83,Four Tops,Four Tops,It's The Same Old Song
1965,84,Fortunes,Fortunes,You've Got Your Troubles
1965,85,Joe Tex,Joe Tex,Hold What You've Got
1965,86,Animals,Animals,We Gotta Get Out Of This Place
1965,87,Beau Brummels,Beau Brummels,"Laugh, Laugh"
1965,88,Rolling Stones,Rolling Stones,The Last Time
1965,89,Lovin' Spoonful,Lovin' Spoonful,Do You Believe In Magic
1965,90,Cher,Cher,All I Really Want To Do
1965,91,Little Anthony and The Imperials,Little Anthony and The Imperials,Take Me Back
1965,92,Strangeloves,Strangeloves,I Want Candy
1965,93,Miracles,Miracles,Ooo Baby Baby
1965,94,Sonny,Sonny,Laugh At Me
1965,95,Roy Head,Roy Head,Treat Her Right
1965,96,Jack Jones,Jack Jones,The Race Is On
1965,97,"Dino, Desi and Billy","Dino, Desi and Billy",I'm A Fool
1965,98,Ad Libs,Ad Libs,The Boy From New York City
1965,99,Del Shannon,Del Shannon,Keep Searchin'
1965,100,Marvin Gaye,Marvin Gaye,How Sweet It Is (To Be Loved By You)
1966,1,Sgt. Barry Sadler,Sgt. Barry Sadler,The Ballad Of The Green Berets
1966,2,Association,Association,Cherish
1966,3,Righteous Brothers,Righteous Brothers,(You're My) Soul And Inspiration
1966,4,Four Tops,Four Tops,Reach Out I'll Be There
1966,5,? and The Mysterians,? and The Mysterians,96 Tears
1966,6,Monkees,Monkees,Last Train To Clarksville
1966,7,Mama's and The Papa's,Mama's and The Papa's,"Monday, Monday"
1966,8,Supremes,Supremes,You Can't Hurry Love
1966,9,Johnny Rivers,Johnny Rivers,Poor Side Of Town
1966,10,Mama's and The Papa's,Mama's and The Papa's,California Dreamin'
1966,11,Lovin' Spoonful,Lovin' Spoonful,Summer In The City
1966,12,Roger Williams,Roger Williams,Born Free
1966,13,Nancy Sinatra,Nancy Sinatra,These Boots Are Made For Walkin'
1966,14,Jimmy Ruffin,Jimmy Ruffin,What Becomes Of The Brokenhearted
1966,15,Frank Sinatra,Frank Sinatra,Strangers In The Night
1966,16,Beatles,Beatles,We Can Work It Out
1966,17,Young Rascals,Young Rascals,Good Lovin'
1966,18,New Vaudeville Band,New Vaudeville Band,Winchester Cathedral
1966,19,Tommy James and The Shondells,Tommy James and The Shondells,Hanky Panky
1966,20,Percy Sledge,Percy Sledge,When A Man Loves A Woman
1966,21,Rolling Stones,Rolling Stones,Paint It Black
1966,22,Petula Clark,Petula Clark,My Love
1966,23,Lou Christie,Lou Christie,Lightnin' Strikes
1966,24,Troggs,Troggs,Wild Thing
1966,25,Paul Revere and The Raiders,Paul Revere and The Raiders,Kicks
1966,26,Donovan,Donovan,Sunshine Superman
1966,27,Bobby Hebb,Bobby Hebb,Sunny
1966,28,Beatles,Beatles,Paperback Writer
1966,29,Happenings,Happenings,See You In September
1966,30,Supremes,Supremes,You Keep Me Hangin' On
1966,31,Sam The Sham and The Pharaohs,Sam The Sham and The Pharaohs,Lil' Red Riding Hood
1966,32,Mitch Ryder and The Detroit Wheels,Mitch Ryder and The Detroit Wheels,Devil With A Blue Dress On and Good Golly Miss Molly (Medley)
1966,33,Beach Boys,Beach Boys,Good Vibrations
1966,34,Mindbenders,Mindbenders,A Groovy Kind Of Love
1966,35,Dusty Springfield,Dusty Springfield,You Don't Have To Say You Love Me
1966,36,The Capitols,The Capitols,Cool Jerk
1966,37,Sandy Posey,Sandy Posey,Born A Woman
1966,38,Cyrkle,Cyrkle,Red Rubber Ball
1966,39,Carla Thomas,Carla Thomas,B-A-B-Y
1966,40,Left Banke,Left Banke,Walk Away Renee
1966,41,Lovin' Spoonful,Lovin' Spoonful,Daydream
1966,42,Outsiders,Outsiders,Time Won't Let Me
1966,43,Tommy Roe,Tommy Roe,Hooray For Hazel
1966,44,Tommy Roe,Tommy Roe,Sweet Pea
1966,45,Hollies,Hollies,Bus Stop
1966,46,James and Bobby Purify,James and Bobby Purify,I'm Your Puppet
1966,47,B.J. Thomas and The Triumphs,B.J. Thomas and The Triumphs,I'm So Lonesome I Could Cry
1966,48,Temptations,Temptations,Ain't Too Proud To Beg
1966,49,Standells,Standells,Dirty Water
1966,50,Bob Lind,Bob Lind,Elusive Butterfly
1966,51,Simon and Garfunkel,Simon and Garfunkel,I Am A Rock
1966,52,Ray Charles,Ray Charles,Crying Time
1966,53,Johnny Rivers,Johnny Rivers,Secret Agent Man
1966,54,Simon and Garfunkel,Simon and Garfunkel,The Sounds Of Silence
1966,55,Peter and Gordon,Peter and Gordon,Lady Godiva
1966,56,Simon and Garfunkel,Simon and Garfunkel,Homeward Bound
1966,57,Lovin' Spoonful,Lovin' Spoonful,Did You Ever Have To Make Up Your Mind?
1966,58,Robert Parker,Robert Parker,Barefootin'
1966,59,Stevie Wonder,Stevie Wonder,Uptight (Everything's Alright)
1966,60,Cher,Cher,Bang Bang
1966,61,Beach Boys,Beach Boys,Sloop John B
1966,62,Rolling Stones,Rolling Stones,19th Nervous Breakdown
1966,63,The Surfaris,The Surfaris,Wipe Out
1966,64,Count Five,Count Five,Psychotic Reaction
1966,65,Temptations,Temptations,Beauty Is Only Skin Deep
1966,66,T-Bones,T-Bones,No Matter What Shape (Your Stomach Is In)
1966,67,Paul Revere and The Raiders,Paul Revere and The Raiders,Just Like Me
1966,68,Deon Jackson,Deon Jackson,Love Makes The World Go Round
1966,69,Crispian St. Peters,Crispian St. Peters,The Pied Piper
1966,70,Brenda Lee,Brenda Lee,Coming On Strong
1966,71,Ray Conniff and The Singers,Ray Conniff and The Singers,Somewhere My Love
1966,72,David Houston,David Houston,Almost Persuaded
1966,73,Bobby Darin,Bobby Darin,If I Were A Carpenter
1966,74,Marvelettes,Marvelettes,Don't Mess With Bill
1966,75,Neil Diamond,Neil Diamond,"Cherry, Cherry"
1966,76,Lee Dorsey,Lee Dorsey,Working In The Coal Mine
1966,77,Dionne Warwick,Dionne Warwick,Message To Michael
1966,78,Lou Rawls,Lou Rawls,Love Is A Hurtin' Thing
1966,79,Beach Boys,Beach Boys,Barbara Ann
1966,80,Shadows Of Knight,Shadows Of Knight,Gloria
1966,81,Supremes,Supremes,My World Is Empty Without You
1966,82,Bob Dylan,Bob Dylan,Rainy Day Women #12 And 35
1966,83,Sandpipers,Sandpipers,Guantanamera
1966,84,Wilson Pickett,Wilson Pickett,"Land Of 1,000 Dances"
1966,85,Shades Of Blue,Shades Of Blue,Oh How Happy
1966,86,Peter and Gordon,Peter and Gordon,Woman
1966,87,Turtles,Turtles,You Baby
1966,88,Vogues,Vogues,Five O'clock World
1966,89,Los Bravos,Los Bravos,Black Is Black
1966,90,Beatles,Beatles,Nowhere Man
1966,91,Herman's Hermits,Herman's Hermits,Dandy
1966,92,Slim Harpo,Slim Harpo,Baby Scratch My Back
1966,93,Gary Lewis and The Playboys,Gary Lewis and The Playboys,She's Just My Style
1966,94,Chris Montez,Chris Montez,The More I See You
1966,95,Bobby Fuller Four,Bobby Fuller Four,I Fought The Law
1966,96,Beatles,Beatles,Yellow Submarine
1966,97,Paul Revere and The Raiders,Paul Revere and The Raiders,Hungry
1966,98,Herb Alpert and The Tijuana Brass,Herb Alpert and The Tijuana Brass,Zorba The Greek
1966,99,Yardbirds,Yardbirds,Shapes Of Things
1966,100,Wilson Pickett,Wilson Pickett,634-5789
1967,1,Lulu,Lulu,To Sir With Love
1967,2,Box Tops,Box Tops,The Letter
1967,3,Bobby Gentry,Bobby Gentry,Ode To Billie Joe
1967,4,Association,Association,Windy
1967,5,Monkees,Monkees,I'm A Believer
1967,6,Doors,Doors,Light My Fire
1967,7,Nancy Sinatra and Frank Sinatra,Nancy Sinatra,Somethin' Stupid
1967,7,Nancy Sinatra and Frank Sinatra,Frank Sinatra,Somethin' Stupid
1967,8,Turtles,Turtles,Happy Together
1967,9,Young Rascals,Young Rascals,Groovin'
1967,10,Frankie Valli,Frankie Valli,Can't Take My Eyes Off You
1967,11,Music Explosion,Music Explosion,Little Bit O' Soul
1967,12,Tommy James and The Shondells,Tommy James and The Shondells,I Think We're Alone Now
1967,13,Aretha Franklin,Aretha Franklin,Respect
1967,14,Stevie Wonder,Stevie Wonder,I Was Made To Love Her
1967,15,Bobby Vee and The Strangers,Bobby Vee and The Strangers,Come Back When You Grow Up
1967,16,Buckinghams,Buckinghams,Kind Of A Drag
1967,17,Arthur Conley,Arthur Conley,Sweet Soul Music
1967,18,Soul Survivors,Soul Survivors,Expressway To Your Heart
1967,19,Sam and Dave,Sam and Dave,Soul Man
1967,20,Association,Association,Never My Love
1967,21,Jay and The Techniques,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie"
1967,22,Every Mothers' Son,Every Mothers' Son,Come On Down To My Boat
1967,23,Strawberry Alarm Clock,Strawberry Alarm Clock,Incense And Peppermints
1967,24,Rolling Stones,Rolling Stones,Ruby Tuesday
1967,25,Vicki Carr,Vicki Carr,It Must Be Him
1967,26,Brenton Wood,Brenton Wood,Gimme Little Sign
1967,27,Buffalo Springfield,Buffalo Springfield,For What It's Worth
1967,28,Supremes,Supremes,Love Is Here And Now You're Gone
1967,29,Supremes,Supremes,The Happening
1967,30,Beatles,Beatles,All You Need Is Love
1967,31,Engelbert Humperdinck,Engelbert Humperdinck,Release Me (And Let Me Love Again)
1967,32,Marvin Gaye and Tammi Terrell,Marvin Gaye,Your Precious Love
1967,32,Marvin Gaye and Tammi Terrell,Tammi Terrell,Your Precious Love
1967,33,Jefferson Airplane,Jefferson Airplane,Somebody To Love
1967,34,Esquires,Esquires,Get On Up
1967,35,Van Morrison,Van Morrison,Brown Eyed Girl
1967,36,Martha and The Vandella,Martha and The Vandella,Jimmy Mack
1967,37,Happenings,Happenings,I Got Rhythm
1967,38,Procol Harum,Procol Harum,A Whiter Shade Of Pale
1967,39,Buckinghams,Buckinghams,Don't You Care
1967,40,Casinos,Casinos,Then You Can Tell Me Goodbye
1967,41,Diana Ross and The Supremes,Diana Ross and The Supremes,Reflections
1967,42,Hollies,Hollies,On A Carousel
1967,43,Bobby Vinton,Bobby Vinton,Please Love Me Forever
1967,44,Dionne Warwick,Dionne Warwick,Alfie
1967,45,Tremeloes,Tremeloes,Silence Is Golden
1967,46,Ed Ames,Ed Ames,My Cup Runneth Over
1967,47,Fifth Dimension,Fifth Dimension,"Up, Up And Away"
1967,48,Scott Mckenzie,Scott Mckenzie,San Francisco
1967,49,Cowsills,Cowsills,"The Rain, The Park And Other Things"
1967,50,Herman's Hermits,Herman's Hermits,There's A Kind Of Hush
1967,51,Buckinghams,Buckinghams,"Mercy, Mercy, Mercy"
1967,52,Petula Clark,Petula Clark,This Is My Song
1967,53,Jackie Wilson,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher
1967,54,Young Rascals,Young Rascals,I've Been Lonely Too Long
1967,55,Beatles,Beatles,Penny Lane
1967,56,Temptations,Temptations,You're My Everything
1967,57,Seekers,Seekers,Georgy Girl
1967,58,Five Americans,Five Americans,Western Union
1967,59,Aretha Franklin,Aretha Franklin,Baby I Love You
1967,60,Monkees,Monkees,"A Little Bit You, A Little Bit Me"
1967,61,Lesley Gore,Lesley Gore,California Nights
1967,62,Mama's and The Papa's,Mama's and The Papa's,Dedicated To The One I Love
1967,63,Young Rascals,Young Rascals,How Can I Be Sure
1967,64,Hollies,Hollies,Carrie Ann
1967,65,Blue Magoos,Blue Magoos,(We Ain't Got) Nothin' Yet
1967,66,Easy Beats,Easy Beats,Friday On My Mind
1967,67,Bar-Kays,Bar-Kays,Soul Finger
1967,68,Spencer Davis Group,Spencer Davis Group,Gimme Some Lovin'
1967,69,Hombres,Hombres,Let It Out (Let It All Hang Out)
1967,70,Grass Roots,Grass Roots,Let's Live For Today
1967,71,Peaches and Herb,Peaches and Herb,Close Your Eyes
1967,72,Booker T and The MG's,Booker T and The MG's,Groovin'
1967,73,Wilson Pickett,Wilson Pickett,Funky Broadway
1967,74,Monkees,Monkees,Pleasant Valley Sunday
1967,75,Aretha Franklin,Aretha Franklin,I Never Loved A Man (The Way I Love You)
1967,76,Aaron Neville,Aaron Neville,Tell It Like It Is
1967,77,James Brown and The Famous Flames,James Brown and The Famous Flames,Cold Sweat
1967,78,Turtles,Turtles,She'd Rather Be With Me
1967,79,Keith,Keith,98.6
1967,80,Ray Charles,Ray Charles,Here We Go Again
1967,81,Jefferson Airplane,Jefferson Airplane,White Rabbit
1967,82,Four Tops,Four Tops,Bernadette
1967,83,Sonny and Cher,Sonny and Cher,The Beat Goes On
1967,84,Royal Guardsmen,Royal Guardsmen,Snoopy Vs. The Red Baron
1967,85,Janis Ian,Janis Ian,Society's Child
1967,86,Neil Diamond,Neil Diamond,"Girl, You'll Be A Woman Soon"
1967,87,Marvin Gaye and Tammi Terrell,Marvin Gaye,Ain't No Mountain High Enough
1967,87,Marvin Gaye and Tammi Terrell,Tammi Terrell,Ain't No Mountain High Enough
1967,88,Sandy Posey,Sandy Posey,I Take It Back
1967,89,Tremeloes,Tremeloes,Here Comes My Baby
1967,90,Robert Knight,Robert Knight,Everlasting Love
1967,91,"Peter, Paul and Mary","Peter, Paul and Mary",I Dig Rock And Roll Music
1967,92,Bill Cosby,Bill Cosby,Little Ole Man (Uptight-Everything's Alright)
1967,93,Electric Prunes,Electric Prunes,I Had Too Much To Dream Last Night
1967,94,Monkees,Monkees,Daydream Believer
1967,95,Johnny Rivers,Johnny Rivers,Baby I Need Your Lovin'
1967,96,Who,Who,I Can See For Miles
1967,97,Tommy James and The Shondells,Tommy James and The Shondells,Mirage
1967,98,Tom Jones,Tom Jones,"Green, Green Grass Of Home"
1967,99,Petula Clark,Petula Clark,Don't Sleep In The Subway
1967,100,Neil Diamond,Neil Diamond,Thank The Lord For The Night Time
1968,1,Beatles,Beatles,Hey Jude
1968,2,Paul Mauriat,Paul Mauriat,Love Is Blue
1968,3,Bobby Goldsboro,Bobby Goldsboro,Honey
1968,4,Otis Redding,Otis Redding,(Sittin' On) The Dock Of The Bay
1968,5,Rascals,Rascals,People Got To Be Free
1968,6,Cream,Cream,Sunshine Of Your Love
1968,7,Herb Alpert,Herb Alpert,This Guy's In Love With You
1968,8,Hugo Montenegro,Hugo Montenegro,"The Good, The Bad And The Ugly"
1968,9,Simon and Garfunkel,Simon and Garfunkel,Mrs. Robinson
1968,10,Archie Bell and The Drells,Archie Bell and The Drells,Tighten Up
1968,11,Jeannie C. Riley,Jeannie C. Riley,Harper Valley P.T.A.
1968,12,O.C. Smith,O.C. Smith,Little Green Apples
1968,13,Tommy James and The Shondells,Tommy James and The Shondells,"Mony, Mony"
1968,14,Doors,Doors,"Hello, I Love You"
1968,15,Gary Puckett and The Union Gap,Gary Puckett and The Union Gap,Young Girl
1968,16,Box Tops,Box Tops,Cry Like A Baby
1968,17,Fifth Dimension,Fifth Dimension,Stoned Soul Picnic
1968,18,Hugh Masekela,Hugh Masekela,Grazing In The Grass
1968,19,Grass Roots,Grass Roots,Midnight Confessions
1968,20,Sly and The Family Stone,Sly and The Family Stone,Dance To The Music
1968,21,Cliff Nobles and Co.,Cliff Nobles and Co.,The Horse
1968,22,Temptations,Temptations,I Wish It Would Rain
1968,23,Delfonics,Delfonics,La-La Means I Love You
1968,24,Vogues,Vogues,"Turn Around, Look At Me"
1968,25,John Fred and His Playboy Band,John Fred and His Playboy Band,Judy In Disguise (With Glasses)
1968,26,Classics IV,Classics IV,Spooky
1968,27,Diana Ross and The Supremes,Diana Ross and The Supremes,Love Child
1968,28,Merrilee Rush,Merrilee Rush,Angel Of The Morning
1968,29,Georgie Fame,Georgie Fame,The Ballad Of Bonnie And Clyde
1968,30,Mary Hopkin,Mary Hopkin,Those Were The Days
1968,31,Steppenwolf,Steppenwolf,Born To Be Wild
1968,32,Intruders,Intruders,Cowboys To Girls
1968,33,1910 Fruitgum Company,1910 Fruitgum Company,Simon Says
1968,34,Gary Puckett and The Union Gap,Gary Puckett and The Union Gap,Lady Willpower
1968,35,Rascals,Rascals,A Beautiful Morning
1968,36,Sergio Mendes and Brasil '66,Sergio Mendes and Brasil '66,The Look Of Love
1968,37,Johnny Nash,Johnny Nash,Hold Me Tight
1968,38,Ohio Express,Ohio Express,"Yummy, Yummy, Yummy"
1968,39,Crazy World Of Arthur Brown,Crazy World Of Arthur Brown,Fire
1968,40,Troggs,Troggs,Love Is All Around
1968,41,Gene and Debbe,Gene and Debbe,Playboy
1968,42,Dionne Warwick,Dionne Warwick,(Theme From) Valley Of The Dolls
1968,43,Mason Williams,Mason Williams,Classical Gas
1968,44,Clarence Carter,Clarence Carter,Slip Away
1968,45,O'Kaysions,O'Kaysions,Girl Watcher
1968,46,Aretha Franklin,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone
1968,47,Lemon Pipers,Lemon Pipers,Green Tambourine
1968,48,1910 Fruitgum Company,1910 Fruitgum Company,"1, 2, 3, Red Light"
1968,49,Friend and Lover,Friend and Lover,Reach Out Of The Darkness
1968,50,Rolling Stones,Rolling Stones,Jumpin' Jack Flash
1968,51,Richard Harris,Richard Harris,MacArthur Park
1968,52,Jose Feliciano,Jose Feliciano,Light My Fire
1968,53,People,People,I Love You
1968,54,Percy Sledge,Percy Sledge,Take Time To Know Her
1968,55,Status Quo,Status Quo,Pictures Of Matchstick Men
1968,56,Blue Cheer,Blue Cheer,Summertime Blues
1968,57,Marvin Gaye and Tammi Terrell,Marvin Gaye,Ain't Nothing Like The Real Thing
1968,57,Marvin Gaye and Tammi Terrell,Tammi Terrell,Ain't Nothing Like The Real Thing
1968,58,James Brown and The Famous Flames,James Brown and The Famous Flames,I Got The Feelin'
1968,59,Bee Gees,Bee Gees,I've Gotta Get A Message To You
1968,60,Beatles,Beatles,Lady Madonna
1968,61,Donovan,Donovan,Hurdy Gurdy Man
1968,62,Steppenwolf,Steppenwolf,Magic Carpet Ride
1968,63,Fireballs,Fireballs,Bottle Of Wine
1968,64,Dells,Dells,Stay In My Corner
1968,65,Willie Mitchell,Willie Mitchell,Soul Serenade
1968,66,Tom Jones,Tom Jones,Delilah
1968,67,Human Beinz,Human Beinz,Nobody But Me
1968,68,Sam and Dave,Sam and Dave,I Thank You
1968,69,Sergio Mendes and Brasil '66,Sergio Mendes and Brasil '66,The Fool On The Hill
1968,70,Eric Burdon and The Animals,Eric Burdon and The Animals,Sky Pilot
1968,71,Cowsills,Cowsills,Indian Lake
1968,72,Tommy Boyce and Bobby Hart,Tommy Boyce,I Wonder What She's Doing Tonight
1968,72,Tommy Boyce and Bobby Hart,Bobby Hart,I Wonder What She's Doing Tonight
1968,73,Gary Puckett and The Union Gap,Gary Puckett and The Union Gap,Over You
1968,74,Lettermen,Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You
1968,75,Stevie Wonder,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day
1968,76,Irish Rovers,Irish Rovers,The Unicorn
1968,77,Vanilla Fudge,Vanilla Fudge,(You Keep Me) Hangin' On
1968,78,Beatles,Beatles,Revolution
1968,79,Gary Puckett and The Union Gap,Gary Puckett and The Union Gap,"Woman, Woman"
1968,80,Turtles,Turtles,Elenore
1968,81,Cream,Cream,White Room
1968,82,Marvin Gaye and Tammi Terrell,Marvin Gaye,You're All I Need To Get By
1968,82,Marvin Gaye and Tammi Terrell,Tammi Terrell,You're All I Need To Get By
1968,83,Foundations,Foundations,"Baby, Now That I've Found You"
1968,84,Sweet Inspirations,Sweet Inspirations,Sweet Inspiration
1968,85,Smokey Robinson and The Miracles,Smokey Robinson and The Miracles,If You Can Want
1968,86,Mills Brothers,Mills Brothers,Cab Driver
1968,87,Chambers Brothers,Chambers Brothers,Time Has Come Today
1968,88,Dionne Warwick,Dionne Warwick,Do You Know The Way To San Jose
1968,89,Simon and Garfunkel,Simon and Garfunkel,Scarborough Fair / Canticle
1968,90,James Brown and The Famous Flames,James Brown and The Famous Flames,Say It Loud I'm Black And I'm Proud
1968,91,Manfred Mann,Manfred Mann,The Mighty Quinn
1968,92,Shorty Long,Shorty Long,Here Comes The Judge
1968,93,Aretha Franklin,Aretha Franklin,I Say A Little Prayer
1968,94,Aretha Franklin,Aretha Franklin,Think
1968,95,Gary Lewis and The Playboys,Gary Lewis and The Playboys,Sealed With A Kiss
1968,96,Big Brother and The Holding Company,Big Brother and The Holding Company,Piece Of My Heart
1968,97,Creedence Clearwater Revival,Creedence Clearwater Revival,Suzie Q.
1968,98,American Breed,American Breed,Bend Me Shape
1968,99,Jerry Butler,Jerry Butler,"Hey, Western Union Man"
1968,100,Jerry Butler,Jerry Butler,Never Give You Up
1969,1,Archies,Archies,"Sugar, Sugar"
1969,2,Fifth Dimension,Fifth Dimension,Aquarius / Let The Sunshine In
1969,3,Temptations,Temptations,I Can't Get Next To You
1969,4,Rolling Stones,Rolling Stones,Honky Tonk Women
1969,5,Sly and The Family Stone,Sly and The Family Stone,Everyday People
1969,6,Tommy Roe,Tommy Roe,Dizzy
1969,7,Sly and The Family Stone,Sly and The Family Stone,Hot Fun In The Summertime
1969,8,Tom Jones,Tom Jones,I'll Never Fall In Love Again
1969,9,Foundations,Foundations,Build Me Up Buttercup
1969,10,Tommy James and The Shondells,Tommy James and The Shondells,Crimson And Clover
1969,11,Three Dog Night,Three Dog Night,One
1969,12,Tommy James and The Shondells,Tommy James and The Shondells,Crystal Blue Persuasion
1969,13,Cowsills,Cowsills,Hair
1969,14,Marvin Gaye,Marvin Gaye,Too Busy Thinking About My Baby
1969,15,Henry Mancini and His Orch.,Henry Mancini and His Orch.,Love Theme From Romeo And Juliet
1969,16,Youngbloods,Youngbloods,Get Together
1969,17,Friends Of Distinction,Friends Of Distinction,Grazin' In The Grass
1969,18,Elvis Presley,Elvis Presley,Suspicious Minds
1969,19,Creedence Clearwater Revival,Creedence Clearwater Revival,Proud Mary
1969,20,Jr. Walker and The All Stars,Jr. Walker and The All Stars,What Does It Take (To Win Your Love)
1969,21,Isley Brothers,Isley Brothers,It's Your Thing
1969,22,Neil Diamond,Neil Diamond,Sweet Caroline
1969,23,Oliver,Oliver,Jean
1969,24,Creedence Clearwater Revival,Creedence Clearwater Revival,Bad Moon Rising
1969,25,Beatles,Beatles,Get Back
1969,26,Zager and Evans,Zager and Evans,In The Year 2525
1969,27,"Blood, Sweat and Tears","Blood, Sweat and Tears",Spinning Wheel
1969,28,Andy Kim,Andy Kim,"Baby, I Love You"
1969,29,Friends Of Distinction,Friends Of Distinction,Going In Circles
1969,30,Lettermen,Lettermen,Hurt So Bad
1969,31,Creedence Clearwater Revival,Creedence Clearwater Revival,Green River
1969,32,Stevie Wonder,Stevie Wonder,My Cherie Amour
1969,33,Three Dog Night,Three Dog Night,Easy To Be Hard
1969,34,Smith,Smith,Baby It's You
1969,35,Elvis Presley,Elvis Presley,In The Ghetto
1969,36,Johnny Cash,Johnny Cash,A Boy Named Sue
1969,37,Smokey Robinson and The Miracles,Smokey Robinson and The Miracles,"Baby, Baby Don't Cry"
1969,38,Jerry Butler,Jerry Butler,Only The Strong Survive
1969,39,Zombies,Zombies,Time Of The Season
1969,40,Fifth Dimension,Fifth Dimension,Wedding Bell Blues
1969,41,Bobby Sherman,Bobby Sherman,Little Woman
1969,42,Mercy,Mercy,Love (Can Make You Happy)
1969,43,Oliver,Oliver,Good Morning Starshine
1969,44,Guess Who,Guess Who,These Eyes
1969,45,"Blood, Sweat and Tears","Blood, Sweat and Tears",You've Made Me So Very Happy
1969,46,Jackie DeShannon,Jackie DeShannon,Put A Little Love In Your Heart
1969,47,Watts 103rd Street Rhythm Band,Watts 103rd Street Rhythm Band,Do Your Thing
1969,48,Grass Roots,Grass Roots,I'd Wait A Million Years
1969,49,Doors,Doors,Touch Me
1969,50,Spiral Starecase,Spiral Starecase,More Today Than Yesterday
1969,51,Sammy Davis Jr.,Sammy Davis Jr.,I've Gotta Be Me
