quiz,url,result,name,description,headline,image
Which Noah Are You?,http://www.buzzfeed.com/lauramichelle/which-noah-are-you,4,Suave Noah,"Life can be hard when every girl on the planet gravitates toward you, but you donât sweat it. You have a pocketful of pickup lines that you donât even need because the ladies canât resist you. Your wink is so majestic that itâs been immortalized in a GIF. Youâre always picking up the tab, and the chicks. What a doll you are.",You got: Suave Noah,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/5/15/c0768237d90b47e098c628c0f9294075-0.jpg
Which Noah Are You?,http://www.buzzfeed.com/lauramichelle/which-noah-are-you,5,Noah The Poet,"Who art thou you? A mystery to others, you are profound with a deep appreciation for beauty, youth, women, and floral blazers. Both an artist and a muse, when you speak, flowers bloom, babies stop crying and Mini Horses sing in thy honor. Friends and strangers can count on you to shed truth and light on any situation. Also, you rap.",You got: Noah The Poet,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/5/15/2d60a5fe2c0fa9d19f2025a15a818f52-1.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,0,Emma Frost,"You’re glamorous and intelligent, but have a tendency to be vain and petty. Sometimes you seem selfish, but there’s nothing you care about more than helping people in need.",You got: Emma Frost,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/5/14/a011c925a23ae08780d18d51ae39f97d-12.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,1,Gambit,"You are often amoral and selfish, but deep down, you’re a good person. You’re very charming and fun, and know how to use that to your advantage.",You got: Gambit,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/5/14/96de50609429eacb7770d7a42ad3f1c8-25.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,2,Rogue,,You got: Rogue,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/5/14/f95866e9ffef17897a0c859a5f7b7103-12.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,3,Magneto,"You are intense and driven, to the point of being something of a zealot. You have good intentions, but sometimes make very bad decisions. To your credit, you always own up to your mistakes and try to improve yourself.",You got: Magneto,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/5/14/ef90a6e361bda450cd35c779477351b2-21.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,4,Kitty Pryde,"You’re mature and responsible, and have been since you were very young. You’re very good at a lot of things, and are a very kind and supportive friend. You don’t have the best luck in your love life, but hey, who knows what might happen?",You got: Kitty Pryde,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/5/14/d76d7127eb5ab4824df0bffce24592d1-31.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,5,Jean Grey,"You’re forthright and passionate, but sometimes find it hard to control yourself when you’re overcome with emotion. People find you very attractive, and while you enjoy the attention, it can lead to a lot of conflict and heartbreak in your life.",You got: Jean Grey,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/5/14/30e9ae3db81591a68cf28969538e6c12-21.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,6,Colossus,"You’re a very good person, but have a tendency to be a bit of a sad sack. You’re sweet and sensitive, and have the soul of an artist. Life can be very hard, but don’t let it bring you down, OK?",You got: Colossus,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/5/14/9f3a0631eb9a59d6e593a2dafdee7207-30.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,7,Cyclops,"You’re incredibly driven and focused, to the point that you sometimes forget to loosen up and have some fun. You’re always trying to do the right thing, and are willing to do anything it takes to help people. You have a lot of very intense relationships in your life.",You got: Cyclops,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/5/14/74f287d64397f0165fcfeed357766d85-34.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,8,Wolverine,"You’re bold and passionate, but sometimes have a hard time controlling yourself. You have a coarse demeanor, but most people find that very charming. You have a tendency to get hung up on unrequited love.",You got: Wolverine,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/5/14/67ca907940bc2fe9267a3eefab3d752c-11.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,9,Beast,"You’re smart and kind, but you’re not very comfortable in your skin. You can do a lot of amazing things, but you’re mainly driven by an impulse to overcompensate for your low self-esteem. You have a strong moral compass, but sometimes get a bit self-righteous.",You got: Beast,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/5/14/794ebce302a5c3e7b9e04d6d27184f63-22.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,10,Storm,"You’re very smart and centered, and people often look to you for advice and support. You can be very unpredictable â calm and serene one moment, totally badass and confrontational the next.",You got: Storm,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/5/14/f9fbd74ead4df879470ddda904ccdebb-20.jpg
Which Member Of The X-Men Are You?,http://www.buzzfeed.com/perpetua/x-men-quiz,11,Nightcrawler,"You don’t have an easy life, but that doesn’t keep you from having an optimistic outlook on life. You’re kind and generous to all, and know how to have fun even when things seem very bleak.",You got: Nightcrawler,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/5/14/9b313ea74ba599f6725cd16df8cb2e72-29.jpg
What Kind Of Baby Boomer Are You?,http://www.buzzfeed.com/bennyjohnson/what-kind-of-baby-boomer-are-you,0,"SCREW YOU, BABY BOOMERS ARE TERRIBLE","Your generation was the most selfish, entitled one in history. Your major legacy will include massive unsustainable government programs that only served your generation, horrible music, and horrendous fashion. You will suck all government safety net programs dry while saddling the next generation with $17 trillion-plus in debt. Don’t mind us while we pick up the pieces from the economy you wrecked. Enjoy comfortably retiring at the age of 65 â you’re the last generation that will ever get that. Thanks a bunch.","You got: SCREW YOU, BABY BOOMERS ARE TERRIBLE",http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/5/10/dabbb3231a561e4aee7dcd1bd069f164-0.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,0,Elise Elliot,"You’re a 10 and you know it. You’ve spent your whole life with people sucking up to you, so your perception of life is a bit altered. You are holding onto your youth and beauty for dear life and you have vices up the wazoo, all because you’re afraid to face who you really are. You wish you had the courage to say, ""Who gives a rat’s ass?"" But the fact is, you do . You just need to try. You may not look like you once did, but your inner beauty has never changed and you know that’s what matters. After all, being Monique’s mother is not the worst thing.",You got: Elise Elliot,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/21/0a0200dd5ead4b396200a0ea9854964f-1.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,1,Brenda Morelli,"You have a tough exterior, but inside, you’re really a softie. You always say what’s on your mind and what people need to hear, which sometimes gets you into trouble, even though you’re only trying to help. But when it comes to your own issues, you tend to mask them with humor. Though you’d never admit, sometimes you get in the habit of comparing yourself to others. But the truth is, you are fabulous and you have no reason to be jealous or to hide!",You got: Brenda Morelli,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/4/21/09c582eafadbee9ae1663bf74a49190a-14.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,2,Annie MacDuggan,"Let’s be real: ""You’re a doormat!"" You’re basically apologetic for every move you make. In reality though, you have nothing to be sorry for. You are a caring, selfless person who definitely worries about others’ concerns before your own. And while that’s very noble, oftentimes, you end up getting hurt because people take advantage of you. It’s no wonder your shrink says you have a problem with unexpressed anger. It takes something really horrible to make those repressed feelings come out, but when they do, you really lose it! So don’t let tensions build, be more honest, and let your hair down every once in a while. It’ll actually make you more well-liked, and more importantly, well-respected.",You got: Annie MacDuggan,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/21/49f07b02e9ea39c2f93d82983f2ec8fc-4.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,3,Dr. Leslie Rosen,"Your motto is: ""Work from love. Grow from love. Screw the world."" But when it comes to loving and screwing, you can’t help yourself. You want what you want and you go after it. And while it’s true that if you don’t care about yourself and your needs, no one will, you also need to take other people’s feelings into consideration. Otherwise, you’re going to hurt a lot of people (and with more than just a spongy bat).",You got: Dr. Leslie Rosen,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/21/2f5eeb4dfdecc42cfa0d968f889ed6ed-3.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,4,Shelly Stewart,"You’ve also been referred to as The Barracuda, Princess Pelvis, Little Miss Midriff, and Stairmastered, L’Orealed Crotch Jockey. And that’s all because of your fabulous body, which is thanks to the fat-free Ranch dressing you always bring with you. People may be jealous of you now, but that body doesn’t last forever, and neither will the superficial facets of life you tend to focus on. You need to feel special and loved and right now, material objects really help make that possible. But you’re more than your fur coat or LBD. Remember: There’s more to being fabulous than just looking fabulous.",You got: Shelly Stewart,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/21/5ac78699257bff6db3ca3d44c4c14c84-3.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,5,Chris Paradise,"You live in a world of right and wrong and you very much try to abide by the former. You are an arbiter of justice and a speaker of truth, which makes you an incredibly loyal friend, partner, etc. Really, those in your life are lucky to have you. Just remember that it’s important to also see other people’s sides of things on occasion. There is a lot of the gray in the world, too. Also, you may or may not be a lesbian. (A big one.)",You got: Chris Paradise,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/21/236afe500a7863fb382709c25a15ca4e-1.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,6,Phoebe LaVelle,"You are incredibly carefree and your heart is always open, but that’s because you’re young and naive. Be careful who you trust and open yourself up to because people could be telling you what you want to hear in order to take advantage of you. You’re a little bit flaky and sometimes, you hurt people’s feelings without realizing it, but that’s because you don’t really think before you speakâ¦ or do anything. Don’t rely on your youth or use it as an excuse. You’ve gotta grow up some time!",You got: Phoebe LaVelle,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/21/df2a8aa516090b3f6d8bd4ac7abe640e-14.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,7,Duarto Feliz,"You take your job very seriously, even if you’re not the best at it. You’re of the fake-it-til-you-make-it mentality and one day, you will. You work hard and you’re a very loyal friend, always there to offer support and an honest opinion. You’ll do anything for those you love and that’s a beautiful thing. But, who are you fooling, Duane Hemelwitz? Be true to who you are, just like you encourage those around you to be. It’ll get you a lot further in life.",You got: Duarto Feliz,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/4/21/03e1a714d5ce0c0c8a5cdeabc3011657-0.jpg
Which “First Wives Club” Character Are You?,http://www.buzzfeed.com/jaimieetkin/which-first-wives-club-character-are-you,8,Gunilla Garson Goldberg,"You never go anywhere dressed in anything but your best (::cough:: Chanel ::cough::) and everyone totally worships you. Who run the world? You do, you badass bitch. You are the queen of New York Society. Nobody gets anywhere in this town without your say so. But you don’t take what you’ve earned for granted. You help a fellow lady out in times of need and your heart is as big as your wallet.",You got: Gunilla Garson Goldberg,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/21/c62aad5284d3c9ec15610fd482ea8e2d-0.jpg
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,0,Swearing,"Hey there, sassafrass! You’re passionate and outgoing, never afraid to speak your mind. You don’t need to wash your mouth with soap. Instead, use the season of Lent to pick your battles and curb your sharp tongue!",You got: Swearing,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/18/anigif_4b4df00d2829eb560151658f7e3668ff-12.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,1,Chocolate,"Hey there, sweet stuff! You’re classy and love to indulge in the finer things in life. This Lent, take the opportunity to put down the chocolate and try something new!",You got: Chocolate,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/18/anigif_74d8553385711e699d2850f505d4dcea-5.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,2,Candy,"Hold up, sweet tooth! You’re fun, sassy, and always have a smile on your face. Use Lent as an opportunity to try new things â maybe hold off the Skittles and go for some clean living instead!",You got: Candy,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/18/anigif_b5794bf14092464b9ac2b7c07b2e43b8-3.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,3,Facebook,"No one takes a better selfie than you, but it’s time to log out for 40 days! You’re fun, quick as a whip, and always ready with a hilarious comment on a photo. Use Lent as an opportunity to reconnect and forge new relationships!",You got: Facebook,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/18/anigif_86fee865d9108bade052c8b593f54383-11.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,4,Television,"No one pops more culture than you. You’re a trendsetter when it comes to taste, but this Lent is an awesome opportunity to open up to some new challenges. Turn off the telly and put yourself out there!",You got: Television,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/18/anigif_d967b47ed442bcaeecb3f688ba561c88-9.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,5,Eating meat,"What’s good, superstar? You’re big, bold, and let your opinion be heard. Nothing satisfies you more than a good burger, but why not give the meat up for Lent! Use the next 40 days to be a friend to animals and hit the salad bar hard. And hey, it just means more pizza and mac and cheese, right?",You got: Eating meat,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/18/anigif_f5c0ee8007c28e21bcd808fbb3645b87-17.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,6,Alcohol,"Hey there, social butterfly! You’re energetic, friendly, and the life of the party. Put down the wine glass and use Lent as a period to recharge and self-reflect. You’ve got 40 days to do you!",You got: Alcohol,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/18/anigif_a06157b04a69de828ccb215ee9ad9547-26.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,7,Nothing,"Awesome doesn’t even begin to describe you. You’re responsible, intelligent, but most of all, independent. Instead of giving something up for Lent, why not do more! Make friendships, call mom more often, volunteer â just put yourself out there and shine bright like a star!",You got: Nothing,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/18/anigif_109b1cb9c7a3a70d232a0326f8303dc2-8.gif
What Should You Give Up For Lent?,http://www.buzzfeed.com/samstryker/what-should-you-give-up-for-lent,8,Caffeine,"Slow down, power player! You’re hard working, independent, and driven. Caffeine is what fuels your engine, but it’s time to refresh and recharge this Lent. So put down that Starbucks and recycle your Diet Coke cans for the next 40 days!",You got: Caffeine,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/18/anigif_f83935cab1c79f1e9d3b17f432a681bd-14.gif
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,0,Existential Crisis Rory,"Maybe you’re just going through some things right now. Or maybe you just heard some life-altering advice or news. Either way, knowing you, you’ll bounce back quickly!",You got: Existential Crisis Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/16/a09bad718ea77bbe56d7c822dbb626ac-8.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,1,College Dropout/Party Rory,"Occasionally, it takes some time to figure out the right path for you in life. And that’s ok! Just remember to float back down at some point.",You got: College Dropout/Party Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/4/16/cc11c4e038b7827a0eaa5a375c7a9a6a-8.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,2,In Puppy Love Rory,"You’re young and in love! Nothing can stop you! Keep that feel-good attitude going for as long as you can. Everyone around you must be pretty happy for you, too.",You got: In Puppy Love Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/16/8c062b8c3f526558bd46b22dd1c6fa5d-14.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,3,Serious Journalist Rory,"You take your work very seriously, but there’s nothing wrong with that. Don’t forget to stop and smell the roses, though. Nothing can stop you on your path to fame and notoriety!",You got: Serious Journalist Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/17/c91339f8e14847ff5d2c18ea99ffbbed-18.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,4,Fast Talkin’ Rory,"Get a little coffee or food in you, and you’re on your way to talking literally a mile a minute. You’ve got a lot of wit that needs to escape you, that’s all! Let it all out, and you’ll feel better.",You got: Fast Talkin’ Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/17/d5525a66d81dcb4187c0b8e3b681b3a7-25.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,5,Bingewatching Some TV Rory,"Sometimes you just need to park yourself on your couch for hours at a time and get sucked into the world of someone else for a while - and there’s nothing wrong with that! Embrace your free time, grab a snack, and get to work!",You got: Bingewatching Some TV Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/4/17/d9e47d928a9a7eeda5218558a406a35e-15.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,6,Needs to Eat at Luke’s Rory,There’s a difference between needing to eat and needing to eat at Luke’s . His diner must have healing powers and you’re ready to receive them all. Make sure to order extra so you have leftovers!,You got: Needs to Eat at Luke’s Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/17/9a5584f71c3a734f19efe82e63a7c5b3-27.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,7,Nervous College Freshman Rory,"Just because you have some mild anxiety right now shouldn’t keep you down for long. Some big life changes are ahead, but that just means you’ll have more opportunity to excel. You can do it!",You got: Nervous College Freshman Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/4/17/522fd685cf850b292aadbf03902ab2de-0.jpg
Which Rory Gilmore Are You?,http://www.buzzfeed.com/samimain/which-rory-gilmore-are-you,8,High School Book Nerd Rory,"You’ve got heavy books and a big heart. You’re working toward some serious goals, and no one will get in your way. But if they do, you’ll just have a heart-to-heart with them until they see that you’re actually correct.",You got: High School Book Nerd Rory,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/17/91d1c7b2287f8af54db8866e080504a4-14.jpg
How Much Do You Love Pizza?,http://www.buzzfeed.com/erinchack/how-much-do-you-love-pizza,0,You don’t truly love pizza.,"Every part of the pizza is the most delicious. A true pizza-lover knows that! If this were Solomon’s Judgement , you are the jealous woman who asked for the baby to be split in half. When it comes to pizza, you are no better than a baby-splitter. Anyone truly dedicated to the ‘za would have x-ed out of this quiz and gone to the nearest pizza joint to recuperate from such a grotesque question. Yeah, you don’t really love pizza. You probably just like it a lot.",You got: You don’t truly love pizza.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/4/17/ef64af70d0f6221825eaf608bb0ce2ff-11.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,0,an overwater bungalow in Bora Bora!,"You belong in this overwater bungalow in Bora Bora.
Picture it, every morning you roll out of bed right into the pristine, azure waters of Pofai Bay. You’re content with what you have, and you don’t need modern distractions to feel happy. Also, you should learn how to ride a turtle. Trust me on this one.",You got: an overwater bungalow in Bora Bora!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/4/16/263611231ba847edc4b0cf5ed7787e13-6.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,1,a fireside hot tub!,"You belong in this fireside hot tub. Literally a combination of the best part of summer and the best part of winter. You’re a baller. You deserve the best all the time. Also, that’s a lot of heat. Make sure to take regular breaks.",You got: a fireside hot tub!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/16/6214edaec7b7652aea01a049b8c0f2a4-7.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,2,a cabin overlooking the rainforest!,"You belong in this cabin overlooking the rainforest. You don’t like being distracted by things, and you often feel the need to shut everything out. What better way to so than by living in a beautiful bungalow without any walls. You’ve got a primal streak, and you often find yourself asking how many times you think you’ll go cliff-diving on any given day.",You got: a cabin overlooking the rainforest!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/16/8d01a7cb514e54a77c7162f53345ac1a-7.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,3,a woodsy cabin with an outdoor lounge!,"You belong in this woodsy cabin with an outdoor lounge.
You’re a people person, but you also enjoy a little seclusion at times. Being able to get away from it all can be nice, but what’s the use without having a few friends around to enjoy it with you?",You got: a woodsy cabin with an outdoor lounge!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/16/726644da7ba5f7f5cc4edd7e686e798f-4.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,4,a modern loft!,"You belong in this modern loft. You’re a busy person, and you’ve got a busy lifestyle. You need something a little more modern to match your personality. You don’t have time for long trips out into the woods, so you need something sleek right in the city, like this spacious loft. Think of all the room for activities!",You got: a modern loft!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/0bd16bf334d02e7e2e86b19cf81ecd36-8.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,5,a chalet in Switzerland!,"You belong in this chalet in Switzerland. You’d be perfectly happy spending most of your days cracking into a good book and gazing at the quiet hamlet outside your bedroom window. You like to keep an eye on the things more important to you. Plus, you live in the most baller place in the world, so you’ve got that going for you.",You got: a chalet in Switzerland!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/498e61c39d7957a6520b8d3de3711c15-2.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,6,a treehouse for grown-ups!,"You belong in this treehouse for grown-ups. Treehouses aren’t just for kids anymore. I mean, look at this thing. Who wouldn’t want to live here? This is a place for the person who appreciates the finer things in life. And windows. They should appreciate windows too.",You got: a treehouse for grown-ups!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/92f50ee4ee16a5edb5a766aded348833-11.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,7,the beautiful Algarrobos House in Ecuador!,"You belong in the beautiful Algarrobos House in Ecuador.
Just wood, glass, and a view. Can you imagine anything better than waking up in the morning with a cup of joe in your hand looking out over the mountains of Ecuador? I can’t.",You got: the beautiful Algarrobos House in Ecuador!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/16/dce0fd302b9bb3ba30b1947052f435be-15.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,8,a cabin overlooking the Austrian Alps!,"You belong in this cabin overlooking the Austrian Alps. With this Austrian cabin, you get the best of both worlds. Imagine watching a sunrise from those windows or a storm rolling in. And admit it, you deserve the best of both worlds. You’ve earned it.",You got: a cabin overlooking the Austrian Alps!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/3ee539ef6862eb8097ee81e26c394f40-15.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,9,a room with a view for the trees!,"You belong in this room with a view for the trees. Do you see that?! There’s a tree in. YOUR. HOUSE! It’s like the tree is your roommate! You’ve obviously got a fine appreciation for both the indoors and the outdoors, and that’s the way it should be.",You got: a room with a view for the trees!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/4/16/649b18cb1d955e75d913230f87195b4c-5.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,10,a luxurious tent in Africa!,You belong in this luxurious tent in Africa. You appreciate the classics. You don’t need a lot to feel fulfilled. Imagine waking up every day with the Serengeti and your front yard. Hakuna Matata! (It means no worries for the rest of your days.),You got: a luxurious tent in Africa!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/4/16/1421506a4d2cad246bae23fbcf3a6e05-11.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,11,a home literally on top of the ocean!,You belong in this home literally on top of the ocean. Your morning routine would be a whole lot better if you could take a shower standing over the ocean every day. You’re probably going to be spending a lot of time in your bathroom (not that you don’t already).,You got: a home literally on top of the ocean!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/041c29a858af56ca9cb043d954b8bf68-8.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,12,a porch overlooking the hills of Bali!,"You belong on this porch overlooking the hills of Bali. You’re an optimist. You’re always feeling like you’re on top of the world, so why not live there? Have you ever been to Bali? It’s the closest thing you’ll ever find to paradise on Earth.",You got: a porch overlooking the hills of Bali!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/4/16/e459db0d93c849864baa244bfc5cbce8-15.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,13,the first-class cabin of an Airbus A-380!,"You belong in the first-class cabin on an Airbus A-380.
I know what you’re thinking: ""I’m going to live on a plane?"" Think about it, though â that means you can live anywhere you want. You’re always on the move, always looking ahead, and thinking about what comes next. This is where you belong.",You got: the first-class cabin of an Airbus A-380!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/16/ee1cd5e822ef2fa57d7b3dbc07270486-3.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,14,"a quaint, converted school bus!","You belong in this quaint, converted school bus. You’re a free spirit. You’re a wanderer. You can’t be tied down to just one spot, and this school bus home is perfect to take you wherever your heart desires. Plus, you can always beat the traffic by using bus lanes.","You got: a quaint, converted school bus!",http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/4/16/e33cb72395af11009f9911941db9fede-0.jpg
Which Dream Home Should You Actually Live In?,http://www.buzzfeed.com/daves4/which-dream-home-should-you-actually-live-in,15,a glass-domed igloo!,"You belong in this glass-domed igloo. Imagine going to sleep every night beneath a canopy of stars. You’ve got an expansive mind, and an open personality, and your dwelling should reflect that. It actually would probably reflect a lot of things. It is mostly glass, after all.",You got: a glass-domed igloo!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/4/16/2dde55858da036a36623760ae84f6e51-3.jpg
