"LITITZ, PA",Lancaster,Lancaster
"NEWNAN, GA",Coweta,Coweta
"OXFORD, NC",Granville,Granville
"LAKE OZARK, MO",Miller,Miller
"MOODY, AL",St. Clair,St Clair
"BLY, OR",Klamath County,Klamath County
"SARDIS, MS",Panola,Panola
"CASPER, WY",Natrona,Natrona
"BELLAIRE, TX",Harris,Harris
"FAIRWAY, KS",Johnson,Johnson
"SAINT IGNACE, MI",Mackinac,Mackinac
"DE PERE, WI",Brown,Brown
"SEATTLE, WA",King County,King County
"FARMINGTON, NM",San Juan,San Juan
"BARTOW, FL",Polk,Polk
"CLAYMONT, DE",New Castle,New Castle
"POMPTON LAKES, NJ",Passaic,Passaic
"LAUREL, FL",Sarasota,Sarasota
"SORRENTO, LA",Ascension,Ascension
"GRAND PRAIRIE, TX",Dallas,Dallas
"HILLSDALE, NJ",Bergen,Bergen
"SOUDERTON, PA",Montgomery,Montgomery
"ELLENDALE, MN",Steele,Steele
"HOPEWELL, VA",Pittsylvania,Pittsylvania
"WEST CHESTER, PA",Chester,Chester
"PIKESVILLE, MD",Baltimore,Baltimore
"LAKE BARRINGTON, IL",Lake,Lake
"NEW BERLIN, WI",Waukesha,Waukesha
"WASHINGTON, NC",Washington,Washington
"CHRISTIANA, TN",Rutherford,Rutherford
"ORRTANNA, PA",Adams,Adams
"CORDOVA, TN",Shelby,Shelby
"COLUMBIA, PA",Lancaster,Lancaster
"SWAINSBORO, GA",Emanuel,Emanuel
"NASHOTAH, WI",Waukesha,Waukesha
"SALEM, AL",Lee,Lee
"AARONSBURG, PA",Centre,Centre
"UNCASVILLE, CT",New London,New London
"MILFORD, CT",New Haven,New Haven
"GREER, SC",Greenville,Greenville
"KAYSVILLE, UT",Davis County,Davis County
"PERKASIE, PA",Bucks,Bucks
"FRESNO, CA",Fresno County,Fresno County
"HUDSON, NC",Caldwell,Caldwell
"TURPIN, OK",Beaver,Beaver
"CORAM, NY",Suffolk,Suffolk
"WATKINSVILLE, GA",Oconee,Oconee
"WOODBINE, MD",Howard,Howard
"GAINESVILLE, GA",Hall,Hall
"ALTOONA, IA",Polk,Polk
"HEMPSTEAD, TX",Waller,Waller
"ROSELAND, NJ",Essex,Essex
"CEDAR CITY, UT",Iron County,Iron County
"NACOGDOCHES, TX",Nacogdoches,Nacogdoches
"HARDIN, TX",Liberty,Liberty
"CANNON FALLS, MN",Goodhue,Goodhue
"POMONA, CA",Los Angeles County,Los Angeles County
"WHEATLAND, CA",Yuba County,Yuba County
"WALNUT GROVE, MS",Leake,Leake
"EAGLE RIVER, AK",Anchorage,Anchorage
"CLEAR LAKE, IA",Cerro Gordo,Cerro Gordo
"LANCASTER, OH",Fairfield,Fairfield
"PULASKI, TN",Giles,Giles
"CLARKSBURG, MD",Montgomery,Montgomery
"WARRINGTON, PA",Bucks,Bucks
"BEAVER FALLS, PA",Beaver,Beaver
"WILMINGTON, OH",Clinton,Clinton
"NORTH BABYLON, NY",Suffolk,Suffolk
"JENKS, OK",Tulsa,Tulsa
"SIERRA VISTA, AZ",Cochise,Cochise
"SAGINAW, TX",Tarrant,Tarrant
"RIDGEFIELD, NJ",Bergen,Bergen
"CONESTOGA, PA",Lancaster,Lancaster
"CROWN POINT, IN",Lake,Lake
"FOGELSVILLE, PA",Lehigh,Lehigh
"BRANTFORD, ON",Brant County,Brant County
"SEYMOUR, CT",New Haven,New Haven
"SELINSGROVE, PA",Snyder,Snyder
"KENT, WA",King County,King County
"GLENMOORE, PA",Chester,Chester
"NEW FAIRFIELD, CT",Fairfield,Fairfield
"DELMAR, DE",Sussex,Sussex
"ROBBINSVILLE, NC",Graham,Graham
"ALCOA, TN",Blount,Blount
"COUNCIL, NC",Bladen,Bladen
"NEW HOPE, MN",Hennepin,Hennepin
"ROBBINSVILLE, NJ",Mercer,Mercer
"PALM BEACH GARDENS, FL",Palm Beach,Palm Beach
"LEVITTOWN, PA",Bucks,Bucks
"NAVARRE, FL",Santa Rosa,Santa Rosa
"YAZOO CITY, MS",Yazoo,Yazoo
"WAVELAND, MS",Hancock,Hancock
"NEW RINGGOLD, PA",Schuylkill,Schuylkill
"HOPKINS, SC",Richland,Richland
"GAINESVILLE, NY",Wyoming,Wyoming
"JERSEY VILLAGE, TX",Harris,Harris
"KIHEI, HI",Maui County,Maui County
"INDIO, CA",Riverside County,Riverside County
"CARMICHAEL, CA",Sacramento County,Sacramento County
"WESTERN SPRINGS, IL",Cook,Cook
"MOUNT JULIET, TN",Wilson,Wilson
"RICHMOND, IN",Wayne,Wayne
"RICHMOND, IL",McHenry,McHenry
"BRENT, AL",Bibb,Bibb
"YALESVILLE, CT",New Haven,New Haven
"GIBSON, LA",Terrebonne,Terrebonne
"COSTA MESA, CA",Orange County,Orange County
"HAMPTON, GA",Henry,Henry
"LAND O LAKES, WI",Vilas,Vilas
"MILLRIFT, PA",Pike,Pike
"CAMBRIDGE SPRINGS, PA",Crawford,Crawford
"MOORPARK, CA",Ventura County,Ventura County
"BACLIFF, TX",Galveston,Galveston
"PITTSBURGH, PA",Allegheny,Allegheny
"PAHOKEE, FL",Palm Beach,Palm Beach
"EGG HARBOR CITY, NJ",Atlantic,Atlantic
"HAVRE DE GRACE, MD",Harford,Harford
"OSSEO, MN",Hennepin,Hennepin
"OWINGS MILLS, MD",Baltimore,Baltimore
"LECOMPTON, KS",Douglas,Douglas
"WEST LONG BRANCH, NJ",Monmouth,Monmouth
"GREENVILLE, NC",Pitt,Pitt
"GREENACRES, FL",Palm Beach,Palm Beach
"OWINGSVILLE, KY",Bath,Bath
"MURRAY, KY",Calloway,Calloway
"JERSEYVILLE, IL",Jersey,Jersey
"HARTFORD, WI",Washington,Washington
"SOMERSET, WI",St. Croix,St Croix
"HOOPER, UT",Weber County,Weber County
"LEESVILLE, LA",Vernon,Vernon
"SHIRLEY, MA",Middlesex,Middlesex
"LOOMIS, CA",Placer County,Placer County
"HENDERSONVILLE, TN",Sumner,Sumner
"LA MARQUE, TX",Galveston,Galveston
"WACO, NC",Cleveland,Cleveland
"ISLAND LAKE, IL",Lake,Lake
"TROY, IL",Madison,Madison
"BRANDENBURG, KY",Meade,Meade
"TENNILLE, GA",Washington,Washington
"BRANSON, MO",Taney,Taney
"MAUMEE, OH",Lucas,Lucas
"SEVIERVILLE, TN",Sevier,Sevier
"ATMORE, AL",Escambia,Escambia
"DANA POINT, CA",Orange County,Orange County
"WENTWORTH, SD",Lake,Lake
"WALLINGTON, NJ",Bergen,Bergen
"HOLLISTON, MA",Middlesex,Middlesex
"PHENIX CITY, AL",Russell,Russell
"SAINT LOUIS, MO",St. Louis,St Louis
"PALATKA, FL",Putnam,Putnam
"LEESPORT, PA",Berks,Berks
"DECATUR, AL",Morgan,Morgan
"OCEAN SPRINGS, MS",Jackson,Jackson
"BROOKLANDVILLE, MD",Baltimore,Baltimore
"OGDEN, IA",Boone,Boone
"SHELL ROCK, IA",Butler,Butler
"CUT OFF, LA",Lafourche,Lafourche
"MONETT, MO",Lawrence,Lawrence
"TOTOWA, NJ",Passaic,Passaic
"GLENN HEIGHTS, TX",Dallas,Dallas
"IDAHO FALLS, ID",Bonneville,Bonneville
"BUTLER, NJ",Morris,Morris
"IRONDALE, AL",Jefferson,Jefferson
"HYPOLUXO, FL",Palm Beach,Palm Beach
"LIGONIER, PA",Westmoreland,Westmoreland
"WOBURN, MA",Middlesex,Middlesex
"HEMINGWAY, SC",Williamsburg,Williamsburg
"LEAWOOD, KS",Johnson,Johnson
"SEMINOLE, FL",Pinellas,Pinellas
"MUNHALL, PA",Allegheny,Allegheny
"MC FARLAND, WI",Dane,Dane
"INGLEWOOD, CA",Los Angeles County,Los Angeles County
"BELLEFONTAINE, OH",Logan,Logan
"HANCEVILLE, AL",Cullman,Cullman
"PINELAND, TX",Sabine,Sabine
"DURANT, MS",Holmes,Holmes
"NEWBERG, OR",Yamhill County,Yamhill County
"PEORIA, IL",Peoria,Peoria
"MONROEVILLE, AL",Monroe,Monroe
"SWEDESBORO, NJ",Gloucester,Gloucester
"BLACKSBURG, SC",Cherokee,Cherokee
"SILSBEE, TX",Hardin,Hardin
"ORANGE CITY, FL",Volusia,Volusia
"FERNDALE, MI",Oakland,Oakland
"HINSDALE, IL",DuPage,Dupage
"MONCKS CORNER, SC",Berkeley,Berkeley
"HARRISBURG, IL",Saline,Saline
"TEGA CAY, SC",York,York
"GENEVA, OH",Ashtabula,Ashtabula
"BALCH SPRINGS, TX",Dallas,Dallas
"AVON, SD",Bon Homme,Bon Homme
"SCITUATE, MA",Plymouth,Plymouth
"BARBOURSVILLE, WV",Cabell,Cabell
"ROSEMOUNT, MN",Dakota,Dakota
"BAKERSFIELD, MO",Ozark,Ozark
"WALTON, NY",Delaware,Delaware
"PELAHATCHIE, MS",Rankin,Rankin
"GLEN COVE, NY",Nassau,Nassau
"NATCHEZ, MS",Adams,Adams
"ETTERS, PA",York,York
"WALNUT CREEK, CA",Contra Costa County,Contra Costa County
"MONTEVIDEO, MN",Chippewa,Chippewa
"AMERICAN FORK, UT",Utah County,Utah County
"MEADVILLE, MS",Franklin,Franklin
"DESHLER, OH",Henry,Henry
"VILLANOVA, PA",Delaware,Delaware
"WYTHEVILLE, VA",Wythe,Wythe
"GRINNELL, KS",Gove,Gove
"CLOVIS, CA",Fresno County,Fresno County
"CENTERVILLE, TN",Hickman,Hickman
"CORDELE, GA",Crisp,Crisp
"CENTERVILLE, TX",Leon,Leon
"NORTHFIELD, OH",Summit,Summit
"SPARKS, NV",Washoe County,Washoe County
"DELRAN, NJ",Burlington,Burlington
"QUEENS, NY",Queens,Queens
"EDGAR, WI",Marathon,Marathon
"MOULTRIE, GA",Colquitt,Colquitt
"UNION CITY, GA",Fulton,Fulton
"COLUMBIA CITY, IN",Whitley,Whitley
"BAY SPRINGS, MS",Jasper,Jasper
"ZANESVILLE, OH",Muskingum,Muskingum
"BOXFORD, MA",Essex,Essex
"CARTERSVILLE, GA",Bartow,Bartow
"FORT PAYNE, AL",DeKalb,Dekalb
"GLENSIDE, PA",Montgomery,Montgomery
"WENATCHEE, WA",Chelan County,Chelan County
"SHAWNEE MISSION, KS",Johnson,Johnson
"WHITEHALL, PA",Lehigh,Lehigh
"LAKE BUTLER, FL",Union,Union
"FREDERICK, MD",Frederick,Frederick
"TEMPLE HILLS, MD",Prince George's,Prince George's
"YARDLEY, PA",Bucks,Bucks
"EUPORA, MS",Webster,Webster
"CAYCE, SC",Lexington,Lexington
"CARTHAGE, MS",Leake,Leake
"LIMA, NY",Livingston,Livingston
"ARDMORE, PA",Montgomery,Montgomery
"HALLANDALE, FL",Broward,Broward
"SCOOBA, MS",Kemper,Kemper
"INWOOD, NY",New York,New York
"MANNING, SC",Clarendon,Clarendon
"VACAVILLE, CA",Solano County,Solano County
"GOLDSBORO, NC",Wayne,Wayne
"ROCK HILL, SC",York,York
"HAMBURG, NY",Erie,Erie
"PAULSBORO, NJ",Gloucester,Gloucester
"LONGVIEW, TX",Gregg,Gregg
"PINCONNING, MI",Bay,Bay
"PRINCETON, WV",Mercer,Mercer
"EASLEY, SC",Pickens,Pickens
"WELLS, ME",York,York
"YORK, NE",York,York
"VILLA RICA, GA",Carroll,Carroll
"ZION, IL",Lake,Lake
"LA MESA, CA",San Diego County,San Diego County
"RIALTO, CA",San Bernardino County,San Bernardino County
"OSYKA, MS",Pike,Pike
"SOUND BEACH, NY",Suffolk,Suffolk
"ROSELAND, LA",Tangipahoa,Tangipahoa
"HO HO KUS, NJ",Bergen,Bergen
"COPPERAS COVE, TX",Coryell,Coryell
"HOPE MILLS, NC",Cumberland,Cumberland
"DAVIE, FL",Broward,Broward
"OKEENE, OK",Blaine,Blaine
"BROOKINGS, SD",Brookings,Brookings
"FRANKLIN PARK, NJ",Middlesex,Middlesex
"WYCOMBE, PA",Bucks,Bucks
"MOUNT PLEASANT, UT",Sanpete County,Sanpete County
"RIDLEY PARK, PA",Delaware,Delaware
"DUNEDIN, FL",Pinellas,Pinellas
"SPRING GROVE, IL",McHenry,McHenry
"BIRMINGHAM, AL",Jefferson,Jefferson
"LANDRUM, SC",Spartanburg,Spartanburg
"PULASKI, VA",Pulaski,Pulaski
"MILLIS, MA",Norfolk,Norfolk
"RIPLEY, MS",Tippah,Tippah
"KILLONA, LA",St. Charles,St Charles
"POTTSTOWN, PA",Montgomery,Montgomery
"LIVINGSTON, NJ",Essex,Essex
"BATH, NY",Steuben,Steuben
"GLYNDON, MN",Clay,Clay
"LIBERAL, KS",Seward,Seward
"NEW BRAUNFELS, TX",Comal,Comal
"SPENCER, OH",Medina,Medina
"WHITE OAK, NC",Bladen,Bladen
"ORMOND BEACH, FL",Volusia,Volusia
"MORROW, OH",Warren,Warren
"ATKINSON, NH",Rockingham,Rockingham
"SYKESVILLE, MD",Carroll,Carroll
"MINOOKA, IL",Grundy,Grundy
"WEST MIFFLIN, PA",Allegheny,Allegheny
"PROVIDENCE, KY",Webster,Webster
"BURNSVILLE, MN",Dakota,Dakota
"MASHPEE, MA",Barnstable,Barnstable
"MADEIRA BEACH, FL",Pinellas,Pinellas
"WEATHERFORD, TX",Parker,Parker
"GADSDEN, AL",Etowah,Etowah
"EAST ROCKAWAY, NY",Nassau,Nassau
"WEIMAR, TX",Colorado,Colorado
"MOUNT VERNON, NY",Westchester,Westchester
"COLTON, CA",San Bernardino County,San Bernardino County
"MILBANK, SD",Grant,Grant
"NORWICH, CT",New London,New London
"SOUTH DARTMOUTH, MA",Bristol,Bristol
"RICHMOND, KY",Madison,Madison
"LORENA, TX",McLennan,McLennan
"CLINTON, SC",Laurens,Laurens
"BLOOMFIELD TOWNSHIP, MI",Oakland,Oakland
"WILSON, NY",Niagara,Niagara
"PORT ISABEL, TX",Cameron,Cameron
"SEAL BEACH, CA",Orange County,Orange County
"MEDFIELD, MA",Norfolk,Norfolk
"SANDY, OR",Clackamas County,Clackamas County
"PENNGROVE, CA",Sonoma County,Sonoma County
"MAYFIELD, KY",Graves,Graves
"ELMWOOD PARK, NJ",Bergen,Bergen
"FISHERVILLE, KY",Jefferson,Jefferson
"WINOOSKI, VT",Chittenden,Chittenden
"WEST HARTFORD, CT",Hartford,Hartford
"BELLE GLADE, FL",Palm Beach,Palm Beach
"PARK HILLS, MO",St. Francois,St Francois
"FAIRFIELD, IA",Jefferson,Jefferson
"OAKTON, VA",Fairfax,Fairfax
"BANGOR, PA",Northampton,Northampton
"INVERNESS, FL",Citrus,Citrus
"MECHANICSBURG, PA",Cumberland,Cumberland
"CHAMPION, MI",Marquette,Marquette
"MONTGOMERY VILLAGE, MD",Montgomery,Montgomery
"CATAWBA, SC",York,York
"PLEASANTVILLE, NJ",Atlantic,Atlantic
"GARY, IN",Lake,Lake
"ELBURN, IL",Kane,Kane
"KALISPELL, MT",Flathead,Flathead
"WOODSFIELD, OH",Monroe,Monroe
"WHEATLEY HEIGHTS, NY",Suffolk,Suffolk
"MATOACA, VA",Chesterfield,Chesterfield
"LANCASTER, PA",Lancaster,Lancaster
"GOSHEN, NY",Orange,Orange
"STILWELL, KS",Johnson,Johnson
"SOMERVILLE, MA",Middlesex,Middlesex
"HIGHLAND VILLAGE, TX",Denton,Denton
"SENECA, KS",Nemaha,Nemaha
"CABOT, AR",Lonoke,Lonoke
"MADISON, MS",Madison,Madison
"ELDON, MO",Miller,Miller
"DESTREHAN, LA",St. Charles,St Charles
"HELENA, AL",Shelby,Shelby
"MESA, AZ",Maricopa,Maricopa
"KENTWOOD, LA",Tangipahoa,Tangipahoa
"PITTSBORO, NC",Chatham,Chatham
"IRVING, TX",Dallas,Dallas
"DECATUR, GA",DeKalb,Dekalb
"ABINGTON, PA",Montgomery,Montgomery
"STRAFFORD, MO",Greene,Greene
"ORANGEFIELD, TX",Orange,Orange
"WEAVERVILLE, NC",Buncombe,Buncombe
"BELLS, TX",Grayson,Grayson
"AMBLER, PA",Montgomery,Montgomery
"EAST PALO ALTO, CA",San Mateo County,San Mateo County
"PIQUA, OH",Miami,Miami
"NEVADA CITY, CA",Nevada County,Nevada County
"PLAINFIELD, NJ",Union,Union
"PIPERSVILLE, PA",Bucks,Bucks
"PONTE VEDRA, FL",St. Johns,St Johns
"SAN CARLOS, CA",San Mateo County,San Mateo County
"SMITHDALE, MS",Amite,Amite
"OLYPHANT, PA",Lackawanna,Lackawanna
"OWINGS, MD",Calvert,Calvert
"BREMOND, TX",Robertson,Robertson
"GRETNA, NE",Sarpy,Sarpy
"EMERALD, PA",Lehigh,Lehigh
"VISALIA, CA",Tulare County,Tulare County
"FORT WASHINGTON, MD",Prince George's,Prince George's
"LA CANADA, CA",Los Angeles County,Los Angeles County
"WEST HYATTSVILLE, MD",Prince George's,Prince George's
"SHELBY TOWNSHIP, MI",Macomb,Macomb
"GILLETTE, WY",Campbell,Campbell
"MARTINS FERRY, OH",Belmont,Belmont
"DOVER, MA",Norfolk,Norfolk
"CLEWISTON, FL",Hendry,Hendry
"ROXBURY, CT",Litchfield,Litchfield
"MORRISTOWN, NJ",Morris,Morris
"MURFREESBORO, TN",Rutherford,Rutherford
"WARSAW, NC",Duplin,Duplin
"HANKAMER, TX",Chambers,Chambers
"GENEVA, IL",Kane,Kane
"WOODBURY, MN",Washington,Washington
"WICHITA FALLS, TX",Wichita,Wichita
"ORCHARD PARK, NY",Erie,Erie
"CHEROKEE, IA",Cherokee,Cherokee
"NEW MARKET, MD",Frederick,Frederick
"WHITEFISH, MT",Flathead,Flathead
"PORTOLA VALLEY, CA",San Mateo County,San Mateo County
"SHADY SIDE, MD",Anne Arundel,Anne Arundel
"COMMERCE, TX",Hunt,Hunt
"NEW ALBANY, IN",Floyd,Floyd
"SHINGLE SPRINGS, CA",El Dorado County,El Dorado County
"COLQUITT, GA",Miller,Miller
"NEWPORT, PA",Perry,Perry
"GARDENA, CA",Los Angeles County,Los Angeles County
"LAWRENCE, KS",Douglas,Douglas
"ELMORE, AL",Elmore,Elmore
"PEARLAND, TX",Brazoria,Brazoria
"GREENBELT, MD",Prince George's,Prince George's
"STAMFORD, CT",Fairfield,Fairfield
"BEXLEY, OH",Franklin,Franklin
"MYAKKA CITY, FL",Manatee,Manatee
"PICO RIVERA, CA",Los Angeles County,Los Angeles County
"OAK FOREST, IL",Cook,Cook
"SALADO, TX",Bell,Bell
"LONG BRANCH, NJ",Monmouth,Monmouth
"GRAND LEDGE, MI",Eaton,Eaton
"GREENLAWN, NY",Suffolk,Suffolk
"DIXON, IL",Lee,Lee
"GRINNELL, IA",Poweshiek,Poweshiek
"PORT ACRES, TX",Jefferson,Jefferson
"CHESTER, SC",Chester,Chester
"DIAMOND BAR, CA",Los Angeles County,Los Angeles County
"JOHNSON CITY, NY",Broome,Broome
"MORICHES, NY",Suffolk,Suffolk
"PALO CEDRO, CA",Shasta County,Shasta County
"LETOHATCHEE, AL",Lowndes,Lowndes
"PEABODY, MA",Essex,Essex
"OAKLEY, CA",Contra Costa County,Contra Costa County
"MONROEVILLE, NJ",Salem,Salem
"FOREST CITY, IA",Winnebago,Winnebago
"LISLE, IL",DuPage,Dupage
"HUNTINGTON STATION, NY",Suffolk,Suffolk
"GARNER, NC",Wake,Wake
"WESTFIELD CENTER, OH",Medina,Medina
"PURCELL, OK",McClain,McClain
"EVERETT, WA",Snohomish County,Snohomish County
"SAN LEANDRO, CA",Alameda County,Alameda County
"DELTONA, FL",Volusia,Volusia
"MONMOUTH, OR",Polk County,Polk County
"SHREWSBURY, MA",Worcester,Worcester
"COLUMBIA, TN",Maury,Maury
"LITTLE ELM, TX",Denton,Denton
"BUSHLAND, TX",Potter,Potter
"BOERNE, TX",Kendall,Kendall
"NEW HOPE, AL",Madison,Madison
"WEST BRANCH, IA",Cedar,Cedar
"MONTICELLO, NY",Sullivan,Sullivan
"WEST COLUMBIA, SC",Lexington,Lexington
"BETHEL PARK, PA",Allegheny,Allegheny
"SPRINGFIELD, PA",Delaware,Delaware
"STEPHENS CITY, VA",Frederick,Frederick
"CECILIA, LA",St. Martin,St Martin
"PINEVILLE, SC",Berkeley,Berkeley
"SMOAKS, SC",Colleton,Colleton
"TACOMA, WA",Pierce County,Pierce County
"STILLWATER, NY",Saratoga,Saratoga
"INDIAN ROCKS BEACH, FL",Pinellas,Pinellas
"MORGANTON, NC",Burke,Burke
"CENTRE, AL",Cherokee,Cherokee
"GLENDALE, UT",Kane County,Kane County
"MILES CITY, MT",Custer,Custer
"ALGOMA, WI",Kewaunee,Kewaunee
"HUMMELSTOWN, PA",Dauphin,Dauphin
"LUMBERTON, NC",Robeson,Robeson
"LEON, IA",Decatur,Decatur
"WEST BLOOMFIELD, MI",Oakland,Oakland
"ALVARADO, TX",Johnson,Johnson
"MADEIRA, OH",Hamilton,Hamilton
"BROOK PARK, OH",Cuyahoga,Cuyahoga
"KNOXVILLE, TN",Knox,Knox
"SOMERSET, NJ",Somerset,Somerset
"DEDHAM, MA",Norfolk,Norfolk
"WABASH, IN",Wabash,Wabash
"HAYNESVILLE, LA",Claiborne,Claiborne
"COVINGTON, LA",St. Tammany,St Tammany
"LANCASTER, KY",Garrard,Garrard
"BROOMFIELD, CO",Broomfield,Broomfield
"SMITHFIELD, NC",Johnston,Johnston
"SHELTON, WA",Mason County,Mason County
"WAXHAW, NC",Union,Union
"FRIENDSWOOD, TX",Galveston,Galveston
"CONCORD, MA",Middlesex,Middlesex
"HANOVER PARK, IL",Cook,Cook
"WILMETTE, IL",Cook,Cook
"SPENCER, MA",Worcester,Worcester
"FEASTERVILLE, PA",Bucks,Bucks
"CALABASAS, CA",Los Angeles County,Los Angeles County
"PADUCAH, KY",McCracken,McCracken
"LITHONIA, GA",DeKalb,Dekalb
"CHANTILLY, VA",Fairfax,Fairfax
"KINNELON, NJ",Morris,Morris
"INDIANOLA, MS",Sunflower,Sunflower
"PROVIDENCE, UT",Cache County,Cache County
"BROOKFIELD, CT",Fairfield,Fairfield
"ADRIAN, MI",Lenawee,Lenawee
"HOMER, GA",Banks,Banks
"GLEN MILLS, PA",Delaware,Delaware
"LEMOORE, CA",Kings County,Kings County
"MUSKEGON HEIGHTS, MI",Muskegon,Muskegon
"BARBOURVILLE, KY",Knox,Knox
"COTO DE CAZA, CA",Orange County,Orange County
"LISMAN, AL",Choctaw,Choctaw
"UPPER DARBY, PA",Delaware,Delaware
"THOMASVILLE, NC",Davidson,Davidson
"ADELAIDE, CA",San Luis Obispo County,San Luis Obispo County
"HARKER HEIGHTS, TX",Bell,Bell
"HADDON HEIGHTS, NJ",Camden,Camden
"FARMERVILLE, LA",Union,Union
"ANNANDALE, NJ",Hunterdon,Hunterdon
"TOBACCOVILLE, NC",Forsyth,Forsyth
"ARCADIA, FL",DeSoto,Desoto
"MAROA, IL",Macon,Macon
"TABOR, IA",Fremont,Fremont
"ANGIER, NC",Harnett,Harnett
"CLIO, AL",Barbour,Barbour
"WINCHESTER, TN",Franklin,Franklin
"SCOTT CITY, KS",Scott,Scott
"SLATINGTON, PA",Lehigh,Lehigh
"BERKELEY HEIGHTS, NJ",Union,Union
"FOREST HILL, MD",Harford,Harford
"HAZLET, NJ",Monmouth,Monmouth
"NOLENSVILLE, TN",Williamson,Williamson
"PRIOR LAKE, MN",Scott,Scott
"MOUNT STERLING, KY",Montgomery,Montgomery
"ELKHART, IN",Elkhart,Elkhart
"LEWISVILLE, TX",Denton,Denton
"DEWITT, MI",Clinton,Clinton
"BURLINGTON, VT",Chittenden,Chittenden
"MORGAN HILL, CA",Santa Clara County,Santa Clara County
"ROHNERT PARK, CA",Sonoma County,Sonoma County
"JAMAICA PLAIN, MA",Suffolk,Suffolk
"HENRY, VA",Franklin,Franklin
"WELLBORN, FL",Suwannee,Suwannee
"PONCE DE LEON, FL",Holmes,Holmes
"JENISON, MI",Ottawa,Ottawa
"NEWTOWN, IN",Fountain,Fountain
"CLAYTON, OH",Montgomery,Montgomery
"WINDERMERE, FL",Orange,Orange
"OAK HILL, VA",Fairfax,Fairfax
"FREEHOLD, NJ",Monmouth,Monmouth
"ROSENBERG, TX",Fort Bend,Fort Bend
"COLFAX, WA",Whitman County,Whitman County
"COMMACK, NY",Suffolk,Suffolk
"DELTA, UT",Millard County,Millard County
"TEANECK, NJ",Bergen,Bergen
"BOURG, LA",Terrebonne,Terrebonne
"MADISON, CT",New Haven,New Haven
"DUNCAN, OK",Stephens,Stephens
"ALVIN, TX",Brazoria,Brazoria
"VICTOR, NY",Ontario,Ontario
"WAYNE, PA",Delaware,Delaware
"KENNEDALE, TX",Tarrant,Tarrant
"MINNEAPOLIS, KS",Ottawa,Ottawa
"DADE CITY, FL",Pasco,Pasco
"VALDESE, NC",Burke,Burke
"FREEPORT, NY",Nassau,Nassau
"VIOLET, LA",St. Bernard,St Bernard
"SOUTH JORDAN, UT",Salt Lake County,Salt Lake County
"MARYSVILLE, WA",Snohomish County,Snohomish County
"ANTIOCH, CA",Contra Costa County,Contra Costa County
"BISBEE, AZ",Cochise,Cochise
"COURTLAND, MS",Panola,Panola
"LINDALE, GA",Floyd,Floyd
"QUINCY, MA",Norfolk,Norfolk
"LA GRANGE, NC",Lenoir,Lenoir
"HOLLYWOOD, FL",Broward,Broward
"MILTON, MA",Norfolk,Norfolk
"QUEENS VILLAGE, NY",Queens,Queens
"NEWTON, MA",Middlesex,Middlesex
"HORTONVILLE, WI",Outagamie,Outagamie
"SALEM, VA",Culpeper,Culpeper
"LAKE HAVASU CITY, AZ",Mohave,Mohave
"GASTONIA, NC",Gaston,Gaston
"NORFOLK, NE",Madison,Madison
"HOULTON, WI",St. Croix,St Croix
"KING GEORGE, VA",King George,King George
"PATERSON, NJ",Passaic,Passaic
"PARKER, TX",Collin,Collin
"NEDERLAND, TX",Jefferson,Jefferson
"MIDWAY CITY, CA",Orange County,Orange County
"PLANT CITY, FL",Hillsborough,Hillsborough
"CENTER POINT, AL",Jefferson,Jefferson
"ENNIS, TX",Ellis,Ellis
"CAMILLUS, NY",Onondaga,Onondaga
"MAMOU, LA",Evangeline,Evangeline
"GALESVILLE, MD",Anne Arundel,Anne Arundel
"CONVOY, OH",Van Wert,Van Wert
"MARSHALL, TX",Harrison,Harrison
"COVINA, CA",Los Angeles County,Los Angeles County
"GERALDINE, AL",DeKalb,Dekalb
"MARION, TX",Guadalupe,Guadalupe
"NEWMAN LAKE, WA",Spokane County,Spokane County
"EWA BEACH, HI",Honolulu County,Honolulu County
"DOVER, OH",Tuscarawas,Tuscarawas
"LAWRENCE, MA",Essex,Essex
"NEW ALBANY, OH",Franklin,Franklin
"WALL, NJ",Monmouth,Monmouth
"LAWRENCE, MS",Newton,Newton
"HUNTINGTON, WV",Cabell,Cabell
"CAMINO, CA",El Dorado County,El Dorado County
"HOPEWELL, PA",Bedford,Bedford
"BLAINE, WA",Whatcom County,Whatcom County
"SOUTHERN PINES, NC",Moore,Moore
"CERRITOS, CA",Los Angeles County,Los Angeles County
"CHARLESTON, WV",Kanawha,Kanawha
"LOS ALTOS, CA",Santa Clara County,Santa Clara County
"GREENEVILLE, TN",Greene,Greene
"LULING, LA",St. Charles,St Charles
"DETROIT, MI",Wayne,Wayne
"MOORE, OK",Cleveland,Cleveland
"SANFORD, FL",Seminole,Seminole
"PITTSBURG, CA",Contra Costa County,Contra Costa County
"KIRKLAND, WA",King County,King County
"LAMBERTVILLE, MI",Monroe,Monroe
"BREMEN, GA",Haralson,Haralson
"REFUGIO, TX",Refugio,Refugio
"NORTH BEACH, MD",Calvert,Calvert
"VINTON, VA",Roanoke,Roanoke
"TWIN FALLS, ID",Twin Falls,Twin Falls
"MERRICK, NY",Nassau,Nassau
"LOS ALAMOS, CA",Santa Barbara County,Santa Barbara County
"TWINSBURG, OH",Summit,Summit
"ENDICOTT, NY",Broome,Broome
"WHITESBORO, TX",Grayson,Grayson
